file,seed,result,objective,time,steps,intervals,T,mean_tau,max_tau,min_tau,std_tau,buffer_cost,real_objective,cplex_1_objective,cplex_1_real_objective,cplex_1_time,cplex_1_relative_objective,cplex_1_real_relative_objective,cplex_1_relative_time,cplex_10_objective,cplex_10_real_objective,cplex_10_time,cplex_10_relative_objective,cplex_10_real_relative_objective,cplex_10_relative_time,cplex_100_objective,cplex_100_real_objective,cplex_100_time,cplex_100_relative_objective,cplex_100_real_relative_objective,cplex_100_relative_time,cplex_1000_objective,cplex_1000_real_objective,cplex_1000_time,cplex_1000_relative_objective,cplex_1000_real_relative_objective,cplex_1000_relative_time
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1000_data.dat,1000,0,62042237.96119389,0.4523594379425049,248,127,10000.0,78.74015748031496,9988.293082851887,9.908325052388268e-06,882.8131964227845,62042261.006909385,-23.045715495944023,61907527.693050414,-134733.313858971,0.04679608345031738,0.002171267068536978,-5845.349786045204,0.10344889378933482,62028787.67552312,-13473.331386268139,0.31197214126586914,0.0002167924000289136,-583.6349786206206,0.6896554268544319,62040913.67377119,-1347.3331381976604,2.5737690925598145,2.1344933165209646e-05,-57.46349784344023,5.689654899798823,62042125.005599506,-136.00130987912416,30.635650396347046,1.8206241118160742e-06,-4.901370686584237,67.72413224246877
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1001_data.dat,1001,0,53274827.509497836,0.4523594379425049,244,141,10000.0,70.92198581560284,9987.770017211924,3.6652005959866234e-05,838.1266838501354,53274846.858802415,-19.34930457919836,53165860.42203189,-108986.43677052855,0.04679560661315918,0.0020453766358327994,-5631.576422808258,0.1034478396781166,53263948.215125605,-10898.643676809967,0.3587677478790283,0.00020421078548384238,-562.257642268273,0.7931032665325486,53273756.99443402,-1089.8643683940172,2.5113744735717773,2.0094200466889685e-05,-55.32576426367723,5.551723392783449,53274737.651732594,-109.20706982165575,30.120896577835083,1.6866833632908065e-06,-4.643979057472679,66.58620126250901
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1002_data.dat,1002,0,71556771.32045472,0.37436628341674805,207,127,10000.0,78.74015748031496,9973.120157086894,6.31327209005445e-05,881.4618541807467,71556807.32924113,-36.00878641009331,71420785.2765571,-136022.05268402398,0.04679560661315918,0.0019003937906676047,-3776.4683971547797,0.12499952235566543,71543205.12396272,-13602.205278411508,0.32757043838500977,0.00018958648135824257,-376.746839993441,0.8749998407852219,71555447.1086971,-1360.220544025302,2.4489803314208984,1.850575051360204e-05,-36.774684448794154,6.54166905488834,71556669.54666673,-137.78257440030575,29.106987476348877,1.4222803252879592e-06,-2.826359845376103,77.75002388221672
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1003_data.dat,1003,0,57477796.49436544,0.43676090240478516,241,130,10000.0,76.92307692307693,9986.513016827943,1.8574701675691483e-05,872.4908312723675,57477817.45124497,-20.956879533827305,57343998.17375129,-133819.27749368548,0.031197309494018555,0.0023278262002835812,-6384.458163162251,0.07142880537668922,57464435.52349672,-13381.927748255432,0.3587679862976074,0.0002324544725724025,-637.5458162631105,0.8214288053766893,57476479.258471675,-1338.192773297429,2.5737688541412354,2.291729979406449e-05,-62.85458155339399,5.892855427237612,57477683.15910515,-134.29213982075453,30.386072874069214,1.9718094151023604e-06,-5.408021747893737,69.57141242900845
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1004_data.dat,1004,0,62673543.421195194,0.5615499019622803,289,149,10000.0,67.11409395973155,9977.014107500434,6.499170012034157e-06,814.58906570441,62673567.71803563,-24.29684043675661,62548321.18649709,-125246.53153853863,0.031197309494018555,0.0019980078971528793,-5153.848502402966,0.05555572066703718,62661043.06488301,-12524.653152622283,0.2807750701904297,0.00019945188399796309,-514.4848501896076,0.5000002122861906,62672315.25272113,-1252.4653145000339,2.3085930347442627,1.9596282689960853e-05,-50.54848498759066,4.111109318472168,62673439.58932243,-128.12871319800615,29.543748378753662,1.6567097868306463e-06,-4.273472224979969,52.61108278269833
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1005_data.dat,1005,0,59221261.58883336,0.3431692123413086,194,133,10000.0,75.18796992481202,9985.545121731197,4.137149384282771e-05,862.5859588712198,59221284.81535373,-23.226520366966724,59091961.02322233,-129323.7921314016,0.031197071075439453,0.0021833470301385015,-5566.936569410921,0.09090871195173397,59208352.43613966,-12932.379214070737,0.37436628341674805,0.00021798172391751096,-555.7936569811575,1.090908711951734,59219991.577432014,-1293.2379217147827,2.6829590797424316,2.1445193284894267e-05,-54.679365711363914,7.818181186586223,59221154.6534942,-130.16185952723026,30.8072350025177,1.8056916771328466e-06,-4.604018917631302,89.77272405158973
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1006_data.dat,1006,0,54002231.49767116,0.42116236686706543,227,131,10000.0,76.33587786259542,9989.53692260661,4.414320800599712e-05,869.4452882091767,54002247.696064815,-16.198393657803535,53894167.32847988,-108080.36758493632,0.031197071075439453,0.0020011056246062495,-6671.289232387489,0.07407373860942902,53991439.65930565,-10808.03675916791,0.3431689739227295,0.000199840600401402,-666.228923280375,0.8148139551866619,54001166.892388396,-1080.80367641896,2.745353937149048,1.9714097977730192e-05,-65.72289235903868,6.518516736362591,54002139.61569701,-108.08036780357361,28.763818502426147,1.701447729057872e-06,-5.672289245884956,68.29626948009123
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1007_data.dat,1007,0,61272241.84103442,0.4679579734802246,252,128,10000.0,78.12499999999999,9981.550827667543,5.656144713408497e-05,878.7871702891581,61272271.1350265,-29.293992079794407,61147703.57940469,-124567.55562181026,0.04679584503173828,0.0020325396605013132,-4251.324342906169,0.10000010189743208,61259814.37946428,-12456.755562216043,0.32757091522216797,0.00020282367996878967,-424.23243429181224,0.7000007132820246,61271025.45947142,-1245.6755550801754,2.72975492477417,1.9852081896336987e-05,-41.523243390216614,5.833333503162387,61272142.19948711,-128.9355393871665,30.120896816253662,1.626210243226999e-06,-3.4014328615900755,64.36667077652976
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1008_data.dat,1008,0,60364814.58582243,0.5771481990814209,308,145,10000.0,68.96551724137932,9987.878857668575,1.8154432300425213e-05,826.5761677971141,60364831.78811508,-17.202292643487453,60262034.52548221,-102797.26263286918,0.04679560661315918,0.0017026484889488107,-5974.788504666951,0.08108074613702036,60354552.06185506,-10279.726260013878,0.2963731288909912,0.00017000837388111013,-596.5788502764275,0.5135130445918286,60363803.8154912,-1027.9726238772273,2.480177402496338,1.674436239337235e-05,-58.7578849041615,4.297297308462099,60364728.59084019,-103.19727488607168,31.52552843093872,1.4245878635197767e-06,-4.999041931491656,54.62293476981165
MCQN_K100_I10_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1009_data.dat,1009,0,62260546.22375679,0.7799301147460938,371,145,10000.0,68.96551724137932,9987.470590028446,4.271267274918517e-06,826.5421740624253,62260570.48356327,-24.259806476533413,62127293.89639542,-133276.58716784418,0.031197309494018555,0.0021402370432548902,-5492.720129085244,0.04000013450458294,62247242.82485294,-13327.658710323274,0.2963736057281494,0.00021367301944374132,-548.3720126421932,0.3800002078707191,62259237.71769046,-1332.7658728063107,2.5893678665161133,2.1016617194895245e-05,-53.937201337343694,3.3199998532677277,62260436.731599085,-133.7519641816616,29.77944540977478,1.7586122246924525e-06,-4.513315380773556,38.18219715681767
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1000_data.dat,1000,0,17768.30681839225,4.523855209350586,995,296,100.0,0.33783783783783783,88.56275128486367,1.7855691535542003e-05,5.139014292504565,17820.94951474807,-52.64269635581877,15223.506884469825,-2597.442630278245,0.3275895118713379,0.14322129620635907,-48.34098764094064,0.07241379237651693,17561.052723546487,-259.89679120158326,1.2947583198547363,0.011664256868371529,-3.9369961873705583,0.2862068434857364,17758.8049327423,-62.144582005770644,15.365507364273071,0.0005347659598108878,-0.1804977006824917,3.3965515369531114,17768.000518788554,-52.94899595951574,206.4935700893402,1.7238536391093563e-05,-0.005818463431786477,45.64548610276655
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1001_data.dat,1001,0,16025.488587697611,2.386723279953003,555,257,100.0,0.38910505836575876,80.69531615355967,4.2890781206346026e-06,5.0331586197634435,16070.588212038794,-45.09962434118279,13599.576682020881,-2471.011530017913,0.15599489212036133,0.15137834284435145,-53.79006901087434,0.06535943795018961,15816.207115229046,-254.38109680974776,1.3415570259094238,0.013059288103654164,-4.64042606841537,0.5620915659463633,16014.443983137167,-56.144228901626775,14.72592806816101,0.0006891898802338337,-0.2448934934998691,6.169935237926275,16025.225964422576,-45.362247616218156,203.73376870155334,1.6387848245511602e-05,-0.005823180988129688,85.36128608322163
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1002_data.dat,1002,0,16171.547303138761,2.2151288986206055,530,276,100.0,0.36231884057971026,84.69748349291024,4.226550057845829e-06,5.088753970269528,16233.313587130735,-61.76628399197398,13604.838972148018,-2628.474614982717,0.2339925765991211,0.15871754773227956,-41.55516837186232,0.10563384223140777,15962.388437365611,-270.92514976512393,1.4039552211761475,0.012933757163271197,-3.3862951153145047,0.6338029457565254,16161.34717604964,-71.96641108109543,14.8507239818573,0.0006307452773638855,-0.16514069537430606,6.704225650753359,16171.221274673015,-62.092312457720254,208.18066549301147,2.01606228293935e-05,-0.005278421246592088,93.98128732944107
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1003_data.dat,1003,0,17347.570654378644,2.854708671569824,706,273,100.0,0.3663003663003663,86.93979109649523,1.5400308948847985e-06,5.252235768983087,17391.836782669827,-44.26612829118312,14922.175924655809,-2469.6608580140182,0.2339925765991211,0.1398117798765471,-54.79120996913395,0.08196723502102474,17144.316985023885,-247.51979764594216,1.4351539611816406,0.011716549446850442,-4.591629699750427,0.5027321966246172,17338.445514504423,-53.391268165403744,17.03465437889099,0.0005260183143809462,-0.20614271512962107,5.967212888845682,17347.362713859464,-44.47406881036295,207.55779552459717,1.198672271309315e-05,-0.004697508619050518,72.70717239614495
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1004_data.dat,1004,0,17695.151245531102,3.2446961402893066,739,260,100.0,0.38461538461538475,79.1543848291608,1.263192345912866e-05,4.9087207556028725,17746.17341750694,-51.02217197583741,15146.601741864868,-2599.5716756420716,0.24959206581115723,0.14402530209002132,-49.949843469485224,0.07692309387987957,17480.75690513412,-265.41651237281985,1.481952428817749,0.012115993665277519,-4.2019838061483,0.45673072754529603,17685.290926410824,-60.8824910961157,19.23418354988098,0.0005572328251655101,-0.1932555737718858,5.927884374456711,17694.891628064855,-51.28178944208412,208.7435998916626,1.4671672631918048e-05,-0.005088326431294543,64.33378993481048
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1005_data.dat,1005,0,16266.938332424377,3.3694920539855957,728,281,100.0,0.3558718861209964,87.41938250963084,3.249105642421358e-06,5.205562460834874,16298.553686877744,-31.615354453366308,13861.667474956532,-2436.8862119212117,0.20279335975646973,0.14786254231218757,-76.07919946036662,0.060185142599341074,16054.37458601368,-244.179100864063,1.4195544719696045,0.013067225194245684,-6.7234339163976555,0.42129628122745916,16256.115949829646,-42.437737048097915,14.975519895553589,0.0006652992944074603,-0.34231413127741395,4.444444342238419,16266.644647285422,-31.909039592321278,212.25360012054443,1.8054112762545907e-05,-0.009289319826800153,62.99275876596319
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1006_data.dat,1006,0,17555.146755400685,2.948305368423462,668,276,100.0,0.3623188405797101,83.43369279835099,3.0919146631512173e-06,5.014170412053294,17605.340565461316,-50.19381006063122,15122.185814124412,-2483.154751336904,0.2339925765991211,0.1385896099403324,-48.471334181194784,0.07936510888770087,17352.746224956634,-252.5943405046819,1.4039549827575684,0.011529412614097569,-4.0323802915053175,0.47619049159358307,17545.654753363873,-59.68581209744298,14.757126808166504,0.0005406962510234569,-0.18910702386102918,5.005291163600715,17554.925211542817,-50.41535391849902,199.25880002975464,1.2619880708182881e-05,-0.004413768502534241,67.58417976775034
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1007_data.dat,1007,0,18308.145477337035,2.4179227352142334,564,267,100.0,0.37453183520599254,78.63315681628778,4.0864489815723225e-06,4.8117471842879835,18375.302553671652,-67.15707633461716,15810.472478035232,-2564.8300756364206,0.2807910442352295,0.13642413986679203,-37.19150885689077,0.1161290392558184,18108.349451590704,-266.95310208094816,1.35715651512146,0.010912958169010126,-2.97505544688733,0.5612902742325274,18298.69472784108,-76.60782583057153,15.069116830825806,0.0005162046318483265,-0.14072604127173466,6.232257388278641,18307.864729066125,-67.43782460552757,206.02920007705688,1.5334610010497e-05,-0.004180471906066164,85.20917441921577
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1008_data.dat,1008,0,17049.89020925917,3.166698694229126,721,271,100.0,0.36900369003690037,88.49226738021346,4.475726915813613e-06,5.364878906137076,17077.91703486336,-28.02682560418907,14650.41753673063,-2427.499498132729,0.24959182739257812,0.1407324412696496,-85.61343001934188,0.07881767464881487,16834.903097402206,-243.01393746115355,1.357156753540039,0.0126092959672088,-7.670762108172219,0.42857148234951153,17038.84137121086,-39.075663652500225,14.959920644760132,0.0006480298648674544,-0.3942236700063429,4.724137686993251,17049.609465640773,-28.307569222586608,221.7539999485016,1.6466007402503704e-05,-0.01001696097739928,70.0268706816401
MCQN_K200_I20_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1009_data.dat,1009,0,18858.590453918878,3.2446959018707275,700,278,100.0,0.3597122302158273,86.39087298326257,4.807510801768569e-07,5.174222284848523,18915.24620444718,-56.65575052830172,16365.9104504911,-2549.33575395608,0.21839308738708496,0.13217742914130634,-43.99694612081061,0.06730772127556563,18650.950219372382,-264.2959850747975,1.357156753540039,0.011010379331046316,-3.6649454399650305,0.41826932155878493,18847.630038671912,-67.61616577526729,14.647930383682251,0.0005811895260012901,-0.19345635958860732,4.5144231776041,18858.231562469093,-57.01464197808673,264.9191999435425,1.9030661419895605e-05,-0.0063345988083897235,81.64685010721759
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1000_data.dat,1000,0,126780078.42526862,4.7423999309539795,995,296,10000.0,33.783783783783775,9988.562751284864,1.7855691535542003e-05,579.5896603675866,126780131.06797123,-52.64270260930061,126520386.80494346,-259744.2630277723,0.20280003547668457,0.002048362988497755,-4933.098177966307,0.04276316599808346,126754156.64166617,-25974.42630505562,1.419600009918213,0.00020446259321196185,-492.4098178399109,0.2993421117127603,126777533.62533891,-2597.442632317543,15.053999900817871,2.0072553679703645e-05,-48.34098181841146,3.1743421305654445,126779871.17118704,-259.8967841863632,182.5355999469757,1.634752747839874e-06,-3.9369954676385883,38.49013212815582
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1001_data.dat,1001,0,111779808.72641182,2.355599880218506,555,257,10000.0,38.910505836575865,9980.695316153558,4.2890781206346026e-06,621.3616640550101,111779853.8260345,-45.099622681736946,111532752.67303264,-247101.15300185978,0.265200138092041,0.0022102028639525,-5478.007102689646,0.11258284580462834,111755143.71073312,-24710.115301385522,1.341599941253662,0.00022065716482905223,-546.9007102955622,0.5695364278627892,111777382.81450285,-2471.01153165102,13.244400024414062,2.1702594919506944e-05,-53.79007106309238,5.622516852558809,111779599.4449367,-254.38109780848026,178.19879984855652,1.8722654610992672e-06,-4.640426298100531,75.64901040495332
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1002_data.dat,1002,0,110289276.72836,2.2619998455047607,530,276,10000.0,36.231884057971016,9984.69748349291,4.226550057845829e-06,599.9150746043072,110289338.49465156,-61.76629155874252,110026491.03315428,-262847.461497277,0.2184000015258789,0.0023826948820505327,-4254.516315841906,0.09655173140701227,110263053.74850282,-26284.746148735285,1.294800043106079,0.00023776545313433463,-424.55163156812336,0.5724138512560981,110286710.02003568,-2628.4746158719063,13.462800025939941,2.32725102607655e-05,-41.55516317297613,5.951724555903206,110289067.5694988,-270.92515274882317,179.4779999256134,1.8964569121731953e-06,-3.3862946262713725,79.3448329725961
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1003_data.dat,1003,0,125019038.57189158,3.1043999195098877,706,273,10000.0,36.63003663003662,9986.939791096494,1.5400308949060613e-06,603.3261745476469,125019082.83801971,-44.26612813770771,124772116.75221759,-246966.08580212295,0.265200138092041,0.0019750737367252593,-5578.121016273097,0.0854271823760097,124994386.22943974,-24696.608579978347,1.466400146484375,0.00019718870608386924,-556.9121016220246,0.4723618684785578,125016613.17715786,-2469.660861849785,15.241199970245361,1.940020305241242e-05,-54.79121024922046,4.909547856402338,125018835.31822175,-247.5197979658842,198.18240022659302,1.6257817381254015e-06,-4.591629726364901,63.83919770809729
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1004_data.dat,1004,0,125990163.9751842,3.385200023651123,739,260,10000.0,38.46153846153846,9979.15438482916,1.263192345912866e-05,617.6847115105269,125990214.99735384,-51.02216963469982,125730257.82978944,-259957.1675643921,0.28080010414123535,0.002062908223898733,-5093.984580734039,0.08294933893991206,125964219.28061277,-25995.71674107015,1.3727998733520508,0.00020592634974699834,-508.49845777218076,0.4055299136715151,125987615.4256795,-2599.5716743320227,13.587600231170654,2.022816245559694e-05,-49.94984578162807,4.013824925038162,125989949.58084387,-265.4165099710226,199.13400030136108,1.7016752226669949e-06,-4.201983997766232,58.82488447066245
MCQN_K200_I20_T10000_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1005_data.dat,1005,0,114735158.25738156,3.4007999897003174,728,281,10000.0,35.587188612099645,9987.419382509634,3.249105644108932e-06,594.7357497457011,114735189.87273699,-31.61535543203354,114491501.25154409,-243688.62119290233,0.2184000015258789,0.0021236472720147616,-7706.9197074593185,0.06422018412941849,114710821.01061721,-24368.86211977899,1.4351999759674072,0.0002121167315580114,-769.7919707613913,0.42201834283523354,114732752.98652199,-2436.8862150013447,13.649999856948853,2.0963677534428002e-05,-76.07919717177133,4.01376143798204,114734945.69364047,-244.17909651994705,179.15039992332458,1.8526469507374221e-06,-6.723433539910108,52.67889921956614
