file,seed,result,objective,time,steps,intervals,cplex_10_objective,cplex_10_time,cplex_10_relative_objective,cplex_10_relative_time,cplex_100_objective,cplex_100_time,cplex_100_relative_objective,cplex_100_relative_time
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.2_seed1008_data.dat,1008,0,11449590.606329333,0.6692101955413818,172,84,9797804.098227961,0.7619364261627197,0.1442659886186904,1.1385606962343477,11273687.398200113,10.359427690505981,0.015363274913251521,15.480080488201986
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.2_seed1009_data.dat,1009,0,13161577.811173497,0.5535132884979248,143,83,11318658.03097804,0.6153550148010254,0.1400227090274019,1.1117258204783504,12962416.992347892,10.285475730895996,0.015131986581162571,18.58216585695315
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1000_data.dat,1000,0,11248021.993671598,0.44681429862976074,115,80,9609245.983122885,0.823798418045044,0.14569459514488206,1.8437154329469205,11071595.11338242,14.66978907585144,0.01568514716529184,32.831959766818294
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1001_data.dat,1001,0,11461776.931115963,0.40990447998046875,134,66,9841792.478566788,0.9983344078063965,0.14133798470211953,2.4355293893200813,11285168.235625055,13.096984624862671,0.015408491768100793,31.951308815865392
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1002_data.dat,1002,0,11607338.403961381,0.7270560264587402,162,92,9954150.266576897,0.8467350006103516,0.1424261169830527,1.164607636545604,11426462.909799445,12.175443172454834,0.0155828569709147,16.746224127674953
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1003_data.dat,1003,0,13520313.512384403,1.1329708099365234,287,92,11575272.182755375,0.8676807880401611,0.14386066771657327,0.7658456691296172,13313884.306806274,12.97622561454773,0.015268078317048173,11.453274436324396
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1004_data.dat,1004,0,10306767.48495302,0.6283257007598877,189,76,8784159.339120474,1.0860977172851562,0.14772897012137132,1.7285584784637107,10139043.16405584,13.068932056427002,0.016273222534809624,20.799614022825473
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1005_data.dat,1005,0,11260313.740689514,0.3669924736022949,105,68,9557462.268165233,0.8257970809936523,0.15122593488412067,2.25017443242871,11075717.233556302,12.017828702926636,0.01639354918381771,32.746798823864175
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1006_data.dat,1006,0,11753084.348284887,0.7709407806396484,203,74,10069044.864848787,0.8497300148010254,0.14328489726884755,1.102198814928438,11574430.229302932,11.335612297058105,0.015200615743732524,14.703609643860018
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1007_data.dat,1007,0,12563388.417520825,0.7410299777984619,185,84,10743750.111161169,1.013289451599121,0.1448365875420997,1.3674068282763936,12366156.031199731,12.227232456207275,0.015698980224637074,16.500320935103545
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1008_data.dat,1008,0,11779728.10188033,0.7509992122650146,192,84,10099420.232995141,1.1010568141937256,0.1426440283130959,1.4661224621966469,11599736.650245704,12.221238613128662,0.015279762833056888,16.273304170678674
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.4_seed1009_data.dat,1009,0,13325319.477383321,0.6732008457183838,173,90,11470878.48839442,0.8487308025360107,0.1391667188269962,1.2607393587426587,13124581.871475605,13.721234798431396,0.015064374722754076,20.382081938398695
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1000_data.dat,1000,0,11344465.281897321,0.5176370143890381,132,79,9695012.101789508,1.0601589679718018,0.14539717290508983,2.0480741108189435,11166829.69750895,15.530365943908691,0.015658347923355152,30.002425468431834
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1001_data.dat,1001,0,11620406.273933908,0.2832152843475342,96,66,9977303.073929392,1.067138433456421,0.14139808551188193,3.7679408295879,11441488.325589593,16.64436388015747,0.015396875472904149,58.76929954010932
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1002_data.dat,1002,0,11682948.82943289,0.7370235919952393,164,92,10020089.684736561,1.1838345527648926,0.1423321431064632,1.606236985657495,11500913.539467357,15.424649953842163,0.015581279403272797,20.9282987971731
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1003_data.dat,1003,0,13650800.113869239,0.846703290939331,216,84,11691231.825608317,1.215759515762329,0.14354970198926265,1.4358743243026346,13442704.415491294,16.86982798576355,0.015244212547403643,19.924131825504297
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1004_data.dat,1004,0,10379790.000146657,0.3869645595550537,114,76,8842849.189515546,1.149916410446167,0.14807051111914554,2.9716323680090597,10210670.204190679,17.361632585525513,0.01629318087876429,44.86620843389009
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1005_data.dat,1005,0,11360771.427491982,0.2822413444519043,93,66,9646419.366509145,1.0850903987884521,0.15090102568512806,3.8445480087108868,11174809.119973138,22.172561407089233,0.016368809874022512,78.55887113260111
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1006_data.dat,1006,0,11880675.441174591,0.63130784034729,189,71,10174871.473659242,1.0691461563110352,0.14357802937731828,1.6935417049832378,11699408.039883623,20.63864779472351,0.015257331301447196,32.69189209399006
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1007_data.dat,1007,0,12724946.205654267,0.7001819610595703,172,81,10898084.532396704,1.0511817932128906,0.14356537495190402,1.5012980220486682,12525844.758412,21.33984613418579,0.01564654529964124,30.477572004129698
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1008_data.dat,1008,0,11879072.165252894,0.5614941120147705,149,83,10186018.369216934,1.0970368385314941,0.14252407700563177,1.953781553639223,11697596.253304787,15.592358589172363,0.015276943301930327,27.769407114926604
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.9_nz0.6_seed1009_data.dat,1009,0,13378680.717170345,0.6243128776550293,165,85,11519159.15196784,1.0900771617889404,0.1389914001621979,1.7460430511754943,13177294.115880975,19.92655038833618,0.015052799715214626,31.917570662937386
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1000_data.dat,1000,0,8864746.02167986,0.7479970455169678,180,79,7608767.23502902,0.917550802230835,0.1416824332675955,1.226677040678259,8725156.358769871,10.907783508300781,0.015746606001864477,14.582655872339734
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1001_data.dat,1001,0,9354586.920826277,0.3949418067932129,119,61,8084580.07693581,0.758960485458374,0.13576300638813124,1.9217020644658094,9211300.514482431,11.067357063293457,0.015317235015994631,28.022753916979475
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1002_data.dat,1002,0,9540158.314359698,0.609368085861206,172,72,8256276.948380828,0.644273042678833,0.1345765262664868,1.0572805790580526,9393371.705552652,11.523138999938965,0.015386181651315476,18.909981121924975
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1003_data.dat,1003,0,11083444.686038963,0.789881706237793,215,83,9530816.14164251,0.6622283458709717,0.1400853785423037,0.8383892684705482,10913243.2053441,11.29075813293457,0.015356370290660159,14.294239306683602
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1004_data.dat,1004,0,8654110.140920749,0.3610405921936035,125,66,7436166.143876482,1.182831048965454,0.14073590204095607,3.276171916788724,8515823.272608597,13.72424030303955,0.015979328441669122,38.01301183242049
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1005_data.dat,1005,0,9310167.118037792,0.6273212432861328,182,59,7951885.48906592,1.6356191635131836,0.145892292990133,2.6073071508709416,9158168.920831453,12.522458791732788,0.016326043912987673,19.961796170229587
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1006_data.dat,1006,0,9685167.6833014,0.8726675510406494,232,73,8338642.01386955,1.0970611572265625,0.13902967026099622,1.2571352698038623,9539823.184497748,12.348923444747925,0.015006916096480942,14.150776466962622
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1007_data.dat,1007,0,10355837.047127737,0.6961400508880615,209,79,8896939.775602743,0.765958309173584,0.1408768084014637,1.1002934081963187,10193133.291181717,9.149609088897705,0.015711309013996765,13.143345332919154
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1008_data.dat,1008,0,9516669.736971378,0.4856889247894287,134,76,8212106.410598179,0.6163499355316162,0.1370819165138296,1.269022009918871,9372300.741845347,9.86258602142334,0.015170117185549814,20.306384432585695
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.2_seed1009_data.dat,1009,0,11263026.047960442,0.46877288818359375,143,76,9760605.731978498,0.7420103549957275,0.13339401947436746,1.582878135019449,11093656.761219317,10.729231834411621,0.0150376360686651,22.887910339664405
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1000_data.dat,1000,0,9551637.286047388,0.5385563373565674,131,78,8218644.310524498,0.8767678737640381,0.1395564902228927,1.6279965770480713,9402580.09103232,12.635155200958252,0.015605407800901678,23.4611577740896
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1001_data.dat,1001,0,10080966.69543764,0.3480699062347412,104,59,8712488.429551963,0.8866245746612549,0.13574871410943276,2.547260072703062,9926585.64112681,13.341251134872437,0.015314112125843923,38.32922897354702
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1002_data.dat,1002,0,10003928.074509587,0.71109938621521,177,82,8664551.26524637,0.8706686496734619,0.1338850898654502,1.2243979766422681,9850394.475744013,12.678545475006104,0.015347331330458503,17.82949854940392
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1003_data.dat,1003,0,11572938.186337013,0.7011632919311523,183,81,9962060.765438959,0.8586745262145996,0.13919346971021174,1.2246427274445983,11396599.841711387,12.568484544754028,0.015237128358104465,17.925189024282428
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1004_data.dat,1004,0,9055467.415180216,0.482712984085083,124,75,7775798.332534488,1.036231279373169,0.1413145256864977,2.1466820109204328,8909761.403742835,12.50919246673584,0.016090391004347837,25.91434844133169
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1005_data.dat,1005,0,9856121.942463137,0.33112359046936035,106,60,8417327.78211376,0.9384877681732178,0.1459797442390215,2.834252210308943,9695581.061675066,11.26808786392212,0.016288443033198756,34.02985528137652
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1006_data.dat,1006,0,10255077.621569388,0.7609310150146484,194,72,8841078.833163474,0.8676755428314209,0.13788279724298394,1.1402814784921305,10101173.539251668,12.28936219215393,0.015007597991653864,16.150428816359064
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1007_data.dat,1007,0,11163316.24431771,0.744023323059082,177,82,9607746.196457535,0.8786447048187256,0.13934658965269242,1.1809370453686079,10989346.12289711,12.108110666275024,0.015584089674889648,16.273832138073356
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1008_data.dat,1008,0,9992104.397281282,0.48567771911621094,126,81,8632932.82770425,0.9374890327453613,0.13602455654354886,1.9302697979460797,9841025.527560603,12.428197622299194,0.015119824985193842,25.58939216918334
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.4_seed1009_data.dat,1009,0,11539848.812382247,0.95444655418396,216,88,10004401.404489916,0.9065911769866943,0.13305611129365905,0.9498606003788432,11366804.723637432,13.649033784866333,0.014995351460682855,14.30046944486702
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1000_data.dat,1000,0,9657588.920851212,0.8149726390838623,190,82,8316303.895635998,1.0577404499053955,0.13888404613280997,1.2978846149908008,9507446.163199816,19.049936771392822,0.015546608877421823,23.374940283648645
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1001_data.dat,1001,0,10276939.667107891,0.5942368507385254,175,60,8879033.86291518,1.0153825283050537,0.13602354878727294,1.7087168644003194,10119602.380062528,15.053328275680542,0.015309741240277298,25.33220256699339
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1002_data.dat,1002,0,10113842.535352007,0.7693886756896973,186,78,8760550.02798538,0.9528977870941162,0.13380596965360278,1.2385128832834942,9958732.107110502,14.71564269065857,0.015336448802651427,19.126409259230567
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1003_data.dat,1003,0,11716321.699562915,1.1525559425354004,269,80,10090647.090942668,1.1459434032440186,0.13875298496463218,0.9942627172813534,11538164.774752429,14.934189081192017,0.015205875135464416,12.957452675433425
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1004_data.dat,1004,0,9146751.427193305,0.687335729598999,177,75,7850450.63424851,1.1745169162750244,0.14172253430774237,1.7087965395895446,8999314.911879769,16.574795961380005,0.016119003176931972,24.114556027881694
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1005_data.dat,1005,0,9977711.180495806,0.29680299758911133,88,60,8523915.308890125,0.9758827686309814,0.14570434494511397,3.2879815115006883,9815524.46641646,14.875057935714722,0.016254901664861304,50.11761355694757
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1006_data.dat,1006,0,10395387.770531155,0.8564987182617188,253,67,8960431.090783756,0.9670112133026123,0.1380378213321887,1.1290282083144045,10238649.088104121,15.258800268173218,0.01507771387531657,17.815321777878733
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1007_data.dat,1007,0,11352651.163892943,0.5492587089538574,136,77,9780300.43600672,1.0448896884918213,0.13850075239579973,1.9023634426879907,11176149.851472722,15.053175926208496,0.015547144880271023,27.406349104376414
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1008_data.dat,1008,0,10117335.811066955,0.5629711151123047,136,78,8742560.177777464,1.0341360569000244,0.13588316716597257,1.836925606198693,9964391.035011623,15.617390155792236,0.01511709988790053,27.741015012247637
MCQN_K200_I40_T500_alpr1000_cs2_ar0.01_sr0.99_nz0.6_seed1009_data.dat,1009,0,11624081.66118176,0.593609094619751,139,84,10080251.727636056,0.9997620582580566,0.13281306674756704,1.6842094693621155,11450093.302275835,16.783108472824097,0.014967922970375623,28.272997541546893
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1000_data.dat,1000,0,12781744.139531195,0.44567179679870605,96,77,10835253.90571411,0.703118085861206,0.15228674682956675,1.5776589205593803,12578044.067481855,10.05530309677124,0.015936797813010477,22.56212569204342
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1001_data.dat,1001,0,12585413.725559356,0.5654830932617188,147,68,10739484.906751636,0.6380202770233154,0.14667208079611047,1.128274717009134,12389579.007831678,10.243204116821289,0.015560451328664928,18.11407668748904
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1002_data.dat,1002,0,13303503.763542717,0.89361572265625,208,85,11302750.9003454,0.5936100482940674,0.1503929264619923,0.6642788765282426,13092595.168162748,10.272924184799194,0.015853612636841485,11.495908055716823
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1003_data.dat,1003,0,15488850.272063319,0.7849228382110596,172,90,13179053.149796054,0.7064762115478516,0.14912644138818765,0.9000581677021935,15249171.945029946,10.412661790847778,0.015474249077458755,13.265841282666177
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1004_data.dat,1004,0,11548259.23025148,0.6183464527130127,171,74,9779305.46874129,0.6560945510864258,0.15317925639184565,1.0610468422803951,11358700.659813844,9.86323356628418,0.0164144713638809,15.950982694262999
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1005_data.dat,1005,0,12531765.371274814,0.6422824859619141,171,69,10573006.512950731,0.5936088562011719,0.15630350555508563,0.9242177222256868,12323920.292853978,9.605491399765015,0.016585458813109993,14.955244163912324
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1006_data.dat,1006,0,13190056.218428455,0.7310445308685303,205,73,11229976.608493477,0.7252957820892334,0.1486028245426625,0.9921362536253886,12986731.59221315,8.272009372711182,0.01541499314697618,11.315328989444016
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1007_data.dat,1007,0,13747154.998371482,0.8517568111419678,184,84,11667923.649889305,0.6248524188995361,0.1512481199730771,0.733604252676047,13527573.59534449,8.76848578453064,0.015972861515928537,10.294588396392806
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1008_data.dat,1008,0,13706725.20254016,0.8507211208343506,192,97,11640995.703115538,0.6248519420623779,0.15070919339958724,0.7344968013131613,13492062.732757354,10.275352239608765,0.01566110552380691,12.07840264919148
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.2_seed1009_data.dat,1009,0,15405788.910017777,0.648317813873291,153,90,13169551.421829533,0.7038562297821045,0.1451556620209243,1.085665417053723,15170325.884385174,10.714603900909424,0.01528406153088926,16.526776947399313
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1000_data.dat,1000,0,13240381.190323496,0.5315508842468262,124,83,11240075.544653479,0.9712052345275879,0.1510761372287307,1.827116205259867,13030180.657420611,13.137516975402832,0.01587571610525131,24.715445622892453
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1001_data.dat,1001,0,13057840.013944216,0.285250186920166,80,68,11146732.991185296,0.8727777004241943,0.1463570560458763,3.0596919491886667,12854414.239245482,14.66001558303833,0.015578822721177455,51.39353541297164
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1002_data.dat,1002,0,13585020.949897613,1.1403281688690186,253,100,11560367.693985194,0.8747906684875488,0.14903571097751445,0.7671394010683514,13370542.968554996,12.97097134590149,0.015787828530675462,11.374770614292677
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1003_data.dat,1003,0,15771730.86979852,1.6645123958587646,333,105,13432482.751565846,1.0027728080749512,0.14831904865382464,0.6024423792636251,15528969.45363079,13.141727924346924,0.01539218606834062,7.895241848028875
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1004_data.dat,1004,0,11797745.695798121,0.5467205047607422,147,73,9987945.486214835,0.9902863502502441,0.1534022054931955,1.8113210344719315,11603073.45742752,12.328484058380127,0.016500799677343057,22.54988417486804
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1005_data.dat,1005,0,12928899.535999779,0.36906003952026367,97,72,10915310.114038562,0.8591704368591309,0.15574329558014524,2.32799638231209,12714991.373678353,12.501405000686646,0.016544962835066585,33.87363480732582
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1006_data.dat,1006,0,13566454.42426498,0.6721339225769043,192,68,11558959.170251869,0.7729320526123047,0.1479749381255063,1.1499673303929505,13357284.523436725,11.587764024734497,0.015418170016045884,17.24026066160743
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1007_data.dat,1007,0,14281445.814084701,0.6560873985290527,150,90,12149017.420821296,0.9877970218658447,0.1493146016883216,1.505587554463757,14055052.060260486,12.14152979850769,0.015852299323990047,18.505964031208322
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1008_data.dat,1008,0,13888254.724060042,0.9437196254730225,187,101,11820089.056923302,0.93727707862854,0.14891472746059628,0.9931732405784682,13671729.3132525,13.433886289596558,0.015590541440202232,14.235039652654319
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1009_data.dat,1009,0,15466645.867301568,0.45299410820007324,123,83,13231987.54526449,0.8684594631195068,0.1444824133952292,1.9171539925105066,15230849.081645321,13.631864070892334,0.015245502333169165,30.092806560017262
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1000_data.dat,1000,0,13315357.139410939,0.5868256092071533,153,83,11307853.789396036,1.0033278465270996,0.1507660161869089,1.7097547052908495,13104428.80536478,15.691912174224854,0.015840982095917725,26.740332950748073
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1001_data.dat,1001,0,13187155.599619908,0.3510606288909912,100,70,11255955.189210642,1.205104112625122,0.14644556180598406,3.432752104478575,12981775.449059818,15.013699054718018,0.015574257011573441,42.766684211062476
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1002_data.dat,1002,0,13641859.255348496,0.881699800491333,199,96,11609528.596550204,1.03572678565979,0.14897754189931892,1.1746932290135763,13426492.156786863,15.132760763168335,0.015787224785888,17.16316682246668
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1003_data.dat,1003,0,15876484.753420625,1.2745895385742188,255,101,13526211.7537995,1.1199212074279785,0.14803484751967863,0.8786524394988717,15632332.336002469,16.286927223205566,0.015378241544656328,12.778174251629626
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1004_data.dat,1004,0,11847824.08572923,0.5255930423736572,135,78,10027527.428754803,1.1526124477386475,0.1536397437878053,2.1929750868338673,11651943.09984567,16.780309677124023,0.0165330768304958,31.926430382985323
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1005_data.dat,1005,0,13007600.419464018,0.3919529914855957,106,69,10985881.834285602,1.2181549072265625,0.15542594483093153,3.1079107282979614,12792781.94214597,14.203864812850952,0.016514842891130272,36.238694745037925
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1006_data.dat,1006,0,13671837.238482244,0.4932425022125244,137,69,11646899.294556377,1.0325531959533691,0.14811015583379356,2.0933986656090533,13460517.974467628,13.177229642868042,0.015456537430083966,26.715519412376878
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1007_data.dat,1007,0,14415547.838471279,0.6663246154785156,147,88,12273735.415505635,1.0153841972351074,0.14857655407654463,1.523858152089905,14187699.275502533,13.902340412139893,0.015805751229285812,20.864215562794477
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1008_data.dat,1008,0,13970098.305607278,0.7660973072052002,164,92,11891041.303809946,1.0785975456237793,0.14882193069198701,1.4079119394879631,13752637.617909623,13.93650507926941,0.015566153003402335,18.19155993396084
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1009_data.dat,1009,0,15485205.45322552,0.749854564666748,179,88,13247151.14046232,1.059354543685913,0.14452855143081228,1.4127466759593759,15248951.753546033,19.093501329421997,0.015256736527849913,25.462939387329822
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1000_data.dat,1000,0,10824162.101394657,0.7810764312744141,200,73,9213899.678398559,0.6092264652252197,0.1487655495097049,0.7799831627632116,10651728.00496417,11.175472021102905,0.01593047986672986,14.307782918079944
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1001_data.dat,1001,0,11013694.899322037,0.3505527973175049,99,63,9443056.079598038,0.6830062866210938,0.14260780183956992,1.9483692380936188,10842648.728315214,12.964991331100464,0.01553031680742781,36.98441841089555
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1002_data.dat,1002,0,11382283.34446153,0.7444581985473633,156,78,9738035.656666873,0.7097251415252686,0.14445675248408982,0.9533445167373156,11203123.787629817,8.386550188064575,0.01574021234666333,11.26530704400727
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1003_data.dat,1003,0,13277203.742862549,1.2510707378387451,264,88,11339142.709213052,0.628425121307373,0.1459690663172465,0.5023098233382012,13071439.874360852,11.16142201423645,0.015497530390185478,8.92149554510249
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1004_data.dat,1004,0,10102518.048009915,0.21857643127441406,64,62,8604938.605563842,0.6873369216918945,0.14823823479742065,3.144606752358264,9938016.779563187,10.347728967666626,0.016283194710959563,47.34146727226716
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1005_data.dat,1005,0,10914486.015923018,0.5780091285705566,139,65,9250963.85471597,0.7210192680358887,0.15241415480125725,1.2474184790454828,10733786.552383475,11.091148614883423,0.016555929731910626,19.18853538232579
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1006_data.dat,1006,0,11416899.020641826,0.7654428482055664,188,71,9757244.317397078,0.8119120597839355,0.14536825632284925,1.060708923843638,11242058.21086178,12.871957063674927,0.015314211806895467,16.816352904532003
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1007_data.dat,1007,0,12045486.300784621,0.8715128898620605,202,80,10261679.36454931,0.6963598728179932,0.1480892420357588,0.7990241807303735,11852803.051166616,10.64415979385376,0.015996303080387377,12.213427842172791
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1008_data.dat,1008,0,11631289.166085012,0.6815841197967529,165,80,9937961.572723657,0.7342016696929932,0.14558382731114872,1.077198908202161,11450726.5116871,10.722905397415161,0.01552387287596669,15.732328682500277
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1009_data.dat,1009,0,13347712.436661331,0.6045656204223633,140,80,11462466.65850737,0.9060375690460205,0.14124111431827632,1.4986587699331002,13143580.393368779,12.325868368148804,0.015293410332385904,20.387974360066444
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1000_data.dat,1000,0,11404660.254093561,0.5274434089660645,115,76,9731464.004615357,0.861703634262085,0.14671162596690515,1.6337366618179254,11224258.841441398,11.61792254447937,0.015818218923918402,22.026860791101218
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1001_data.dat,1001,0,11600252.845253937,0.40790820121765137,128,65,9950614.378671736,0.9763989448547363,0.14220711294729454,2.393673238096407,11420244.643224575,13.099252223968506,0.015517610213385123,32.113235735064364
MCQN_K200_I40_T500_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1002_data.dat,1002,0,11757452.99560995,0.6782011985778809,152,89,10073870.49203402,0.8427653312683105,0.14319279049676437,1.2426479531966383,11572968.694787849,11.752564191818237,0.015690838899461056,17.329023033964216
