file,seed,result,objective,time,steps,intervals,T,maxT,mean_tau,max_tau,min_tau,std_tau,buffer_cost,real_objective,cplex_x_1_objective,cplex_x_1_real_objective,cplex_x_1_time,cplex_x_1_relative_objective,cplex_x_1_real_relative_objective,cplex_x_1_relative_time,cplex_x_10_objective,cplex_x_10_real_objective,cplex_x_10_time,cplex_x_10_relative_objective,cplex_x_10_real_relative_objective,cplex_x_10_relative_time,cplex_x_100_objective,cplex_x_100_real_objective,cplex_x_100_time,cplex_x_100_relative_objective,cplex_x_100_real_relative_objective,cplex_x_100_relative_time,cplex_x_1000_objective,cplex_x_1000_real_objective,cplex_x_1000_time,cplex_x_1000_relative_objective,cplex_x_1000_real_relative_objective,cplex_x_1000_relative_time
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1000_data.dat,1000,0,6280939124.574268,14.8854238986969,2736,843,1600.0,inf,1.897983392645314,1259.9055213943639,2.8815740631976597e-09,43.5746247946453,6645497114.54952,364557989.9752512,6162532873.002773,482964241.54674584,0.17789936065673828,0.018851679537575584,0.32479401035630273,0.01195124585416153,6269565654.991375,375931459.5581446,0.32781291007995605,0.0018107912459133,0.031197970955637384,0.022022410131608914,6279976622.112829,365520492.43669057,7.7485480308532715,0.0001532418070529558,0.002640190279479851,0.5205460108886516,6280884482.124701,364612632.42481947,136.87851405143738,8.699726025759785e-06,0.00014988685221789037,9.195473033416267
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1001_data.dat,1001,0,6336446576.710599,19.534742832183838,3501,845,1600.0,1764.9028065218638,1.893491124260355,962.2463217894859,2.8501808706904188e-08,35.65743447452421,6628786399.388809,292339822.67821026,6214631689.308367,414154710.0804421,0.07295727729797363,0.01922447951347975,0.41668933875053404,0.0037347447020277744,6324662114.093029,304124285.29577976,0.38376402854919434,0.0018597904164272309,0.04031083589505054,0.019645205050610456,6335478836.253357,293307563.1354523,6.987978935241699,0.00015272605008600723,0.0033103271678017036,0.3577205492425976,6336392250.990387,292394148.39842176,111.26892375946045,8.573530851057483e-06,0.00018583072163693657,5.695950272564782
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1002_data.dat,1002,0,6492002640.286085,19.49376654624939,3263,850,1600.0,inf,1.8823529411764712,1245.886715149083,5.14672467580947e-07,43.0907453912935,6849421951.682318,357419311.3962326,6369251571.398039,480170380.28427863,0.08095407485961914,0.01890804358678399,0.3434371478377256,0.004152818526248061,6480237970.6619,369183981.02041864,0.3098485469818115,0.001812178810769492,0.03291559590954448,0.015894750060060945,6490995660.316801,358426291.3655165,6.144459247589111,0.0001551108379154177,0.0028173630723818044,0.3152012328151795,6491946677.970203,357475273.7121147,198.9775915145874,8.620193025617846e-06,0.00015657328548777632,10.207241942828682
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1003_data.dat,1003,0,6310300653.109776,18.78525996208191,3182,836,1600.0,1652.3663129326976,1.9138755980861244,1033.9100635395441,1.764383447068073e-10,37.469705269930714,6533808815.929399,223508162.819623,6191544838.02141,342263977.9079889,0.08894538879394531,0.01881935926933084,0.5313265233368903,0.004734850035266043,6298849210.833772,234959605.09562668,0.3707876205444336,0.0018147221353645502,0.051235006952499114,0.019738221418967278,6309347934.418121,224460881.5112768,9.017804145812988,0.00015097833590295087,0.0042625677721788045,0.4800468113837896,6310245495.35771,223563320.57168913,246.00546789169312,8.740907145042788e-06,0.0002467818238506536,13.09566481317031
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1004_data.dat,1004,0,6427685911.42954,23.936709880828857,4013,840,1600.0,1602.9975953941669,1.9047619047619047,1091.1179147251346,4.60802562820418e-09,38.45970779260803,6654559490.388959,226873578.95941925,6305738491.50632,348820998.88263935,0.07895445823669434,0.018972212022117702,0.5375126556496592,0.0032984674430937447,6415834176.798382,238725313.59057686,0.32380104064941406,0.0018438571508422913,0.052239377919266305,0.013527382930297762,6426679670.599797,227879819.78916126,6.809090614318848,0.00015654791531626394,0.004435249068477913,0.28446226102996364,6427625741.959325,226933748.42963403,159.35207605361938,9.36098481535826e-06,0.0002652114472331158,6.6572255271074665
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1005_data.dat,1005,0,6472187794.47463,19.744654655456543,3181,874,1600.0,1706.7234075889317,1.8306636155606408,699.3554319381598,2.9996698684573945e-07,32.10254195168674,6671233869.295052,199046074.82042122,6349672860.648563,321561008.64648855,0.11992931365966797,0.018929446690446702,0.6155104235871013,0.006074014246003783,6460382654.8707905,210851214.4242612,0.3667740821838379,0.001823979769857444,0.059308577747592135,0.018575867169319058,6471206126.013823,200027743.28122884,11.435475826263428,0.0001516749037544432,0.004931865457247926,0.5791681863173622,6472132370.942003,199101498.35304815,299.4052941799164,8.563338145756912e-06,0.0002784457451719651,15.16386583632518
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1006_data.dat,1006,0,6556484440.217993,16.6703941822052,2508,849,1600.0,1603.7580292357206,1.8845700824499412,817.2609837894871,1.2253284189404487e-06,31.915408953192788,6752502526.059178,196018085.84118557,6430256778.374021,322245747.68515795,0.08894991874694824,0.019252339114797856,0.6439592617297693,0.005335801767776899,6544269748.417397,208232777.6417814,0.5196998119354248,0.0018629940956879172,0.06231410611004639,0.031175016394643984,6555451390.601974,197051135.45720437,9.221672296524048,0.00015756151416786626,0.005270175002401471,0.5531766193247977,6556424967.342698,196077558.71648055,234.96934866905212,9.070848232350264e-06,0.0003034050406102245,14.09500855833811
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1007_data.dat,1007,0,6362957825.062168,15.54304552078247,2383,832,1600.0,1600.5918302756033,1.9230769230769231,817.8937169195527,1.9105398090117267e-08,31.840087948473172,6588297133.718647,225339308.65647888,6239598987.896919,348698145.8217282,0.07395482063293457,0.0193870273160335,0.5474359440469624,0.004758064983728589,6351033295.871247,237263837.8473993,0.441744327545166,0.0018740544128632356,0.05291810497696564,0.02842070602923433,6361945505.986032,226351627.7326151,9.201579809188843,0.00015909567593689664,0.004492421150006602,0.5920062317829212,6362900707.344912,225396426.37373555,265.00834441185,8.976598435352222e-06,0.00025347427218630106,17.04996257377678
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1008_data.dat,1008,0,6345893736.862736,16.32559108734131,2654,831,1600.0,1631.2570603236343,1.9253910950661859,880.7666357485195,8.128298042716542e-09,33.731755141431236,6688787437.18578,342893700.3230438,6228712690.505512,460074746.6802678,0.07995462417602539,0.01846564900331212,0.34174161335372005,0.004897502561975926,6334644720.075269,354142717.11051095,0.5266971588134766,0.0017726449975237653,0.032806134311797804,0.03226205752647278,6344941155.261066,343846281.9247134,12.32089877128601,0.00015010992007888309,0.0027780667908804176,0.7546984795447624,6345839773.070058,342947664.11572194,249.5588824748993,8.503734054771016e-06,0.00015737761477471849,15.286361219006926
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1009_data.dat,1009,0,6471189379.848025,14.184826135635376,2267,840,1600.0,1928.7855964074176,1.9047619047619047,873.4988522423828,4.4103137821352174e-08,33.28110011138474,6772000735.407513,300811355.55948734,6346386019.263612,425614716.1439011,0.10893654823303223,0.019286000340689266,0.414889126616542,0.007679794393768413,6459078971.876354,312921763.5311587,0.4997131824493408,0.0018714346406526823,0.04025914496860287,0.03522871395610217,6470177283.876837,301823451.53067577,6.433291912078857,0.00015640030167254893,0.0033645537393560184,0.4535333637905526,6471132259.004985,300868476.4025279,153.5053038597107,8.826946591683118e-06,0.00018988925113662975,10.821796643250487
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1000_data.dat,1000,0,3217355143.0681925,15.243219375610352,2719,854,1600.0,1601.8098408104656,1.8735362997658076,1206.1491659952574,7.203657098690354e-10,41.922640011184996,3322748557.27476,105393414.20656729,3155701200.5202246,167047356.75453508,0.08095264434814453,0.019162927251224197,0.5849885688979417,0.005310731437590631,3211360634.3825536,111387922.89220604,0.3128187656402588,0.0018631790458550881,0.056877450367911364,0.020521830587886113,3216827973.143507,105920584.13125265,4.954145431518555,0.00016385195331051632,0.005001924727973277,0.32500650351102006,3217320851.3625607,105427705.91219911,108.32757425308228,1.0658352624112385e-05,0.0003253685810444649,7.10660731068464
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1001_data.dat,1001,0,3242870472.1448317,22.048295259475708,4096,849,1600.0,inf,1.8845700824499412,1191.721346380815,7.1219919530185516e-09,42.31858334511013,3314393199.6944046,71522727.54957294,3179562448.5789566,134830751.11544824,0.07795357704162598,0.01952221777270167,0.8851455437293834,0.0035355829611418066,3236695658.5612307,77697541.13317391,0.33980298042297363,0.0019041197101890264,0.08633358647181287,0.015411757527010453,3242329458.3988514,72063741.29555315,5.191998481750488,0.00016683174694374307,0.00756422139529316,0.23548298953040916,3242835738.153617,71557461.54078759,109.16292381286621,1.0710878375501338e-05,0.0004856357189478477,4.951082273172625
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1002_data.dat,1002,0,3341124366.724034,25.76515221595764,4555,862,1600.0,inf,1.85614849187935,1302.3753458062106,2.4354738395014356e-07,44.53892384629298,3424710975.841159,83586609.11712503,3277345931.470463,147365044.37069583,0.07995462417602539,0.01908891386647347,0.7630221626074315,0.0031032079106641376,3334938141.522651,89772834.31850767,0.29682445526123047,0.0018515399375714408,0.07400976384523794,0.011520384307195838,3340579951.019727,84131024.8214317,5.392879962921143,0.00016294386097350235,0.0065131928434111275,0.20930906666955623,3341088335.306329,83622640.53483018,118.54791760444641,1.0784219247868704e-05,0.0004310668668788769,4.601095177346703
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1003_data.dat,1003,0,3228374870.4019575,20.980911254882812,3429,844,1600.0,3875.0310599020327,1.895734597156398,945.6332230443054,4.410611947448769e-11,35.67063724108651,3266904407.9646993,38529537.56274176,3166335515.903898,100568892.06080154,0.07895588874816895,0.019216899210448692,1.6101764625914463,0.0037632249519092657,3222354610.016344,44549797.94835514,0.3108084201812744,0.0018647959506833272,0.15625052275309428,0.014813866585939688,3227845820.0701118,39058587.89458758,7.383731842041016,0.00016387512388855546,0.013731032483437178,0.35192617481390975,3228340181.316853,38564226.647846274,161.61788630485535,1.0745061059219117e-05,0.0009003244601114067,7.703091841029669
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1004_data.dat,1004,0,3297754819.9258566,27.309263467788696,4967,848,1600.0,1604.6375985215975,1.8867924528301885,504.6041654066172,1.1519125271491701e-09,26.877992732581145,3327279745.1944795,29524925.268622875,3234367586.2163177,92912158.97816195,0.07395648956298828,0.019221330017179447,2.14690581374317,0.0027081100026816922,3291617972.4321637,35661772.762315854,0.26983213424682617,0.0018609168445794142,0.20785310844511476,0.00988060826192158,3297202827.7428336,30076917.451645844,6.398315191268921,0.00016738423963106477,0.018695802885218105,0.23429101992500603,3297717428.3784413,29562316.816038262,167.0493769645691,1.133848616927427e-05,0.001266440035840637,6.116949186916154
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1005_data.dat,1005,0,3304022044.100216,21.690501928329468,3521,878,1600.0,inf,1.8223234624145783,1431.4880180226867,1.7101744567786928e-08,48.35274636403716,3335616934.647526,31594890.547309875,3240156690.027834,95460244.61969194,0.10293936729431152,0.01932957868317568,2.021382349046303,0.004745826889319918,3297803075.0821285,37813859.56539736,0.3168315887451172,0.0018822419872144332,0.19683464352488456,0.01460692748337514,3303480780.629179,32136154.018346988,6.28437876701355,0.0001638195701519644,0.01713136085173739,0.2897295225245879,3303987445.473914,31629489.173611686,119.99286675453186,1.0471669329080516e-05,0.001095070301003338,5.532046568171478
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1006_data.dat,1006,0,3334249410.2782164,17.729783535003662,2647,863,1600.0,inf,1.8539976825028972,1214.4058734378075,5.038344245449337e-07,41.79698702984216,3376251263.029589,42001852.751372814,3269141350.836626,107109912.1929633,0.07295799255371094,0.019527051348014707,1.5501235106697158,0.004114996238373187,3327868254.6976314,48383008.33195788,0.27582716941833496,0.0019138207120662297,0.15192557381594307,0.015557277891959214,3333679448.3640556,42571814.66553371,5.07206392288208,0.00017094159555188572,0.01356992315397952,0.2860759079696814,3334211922.857662,42039340.17192708,125.80352020263672,1.1243136292895785e-05,0.000892518260472215,7.0956038439084494
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1007_data.dat,1007,0,3254131321.001945,16.887269735336304,2483,858,1600.0,1603.0415671640394,1.8648018648018645,1363.5719586613077,5.3328432540592765e-09,46.658379947835314,3294148566.8593235,40017245.85737848,3190600508.3938656,103548058.46545804,0.07795429229736328,0.019523125018973866,1.587585833230589,0.004616157230807142,3247936290.401174,46212276.45814951,0.2858285903930664,0.0019037432696058434,0.1548090196624256,0.016925683954403553,3253574581.5714636,40573985.28786011,5.779654264450073,0.00017108695856509192,0.013912487442685277,0.3422491826702011,3254095015.542234,40053551.3170895,122.75327634811401,1.1156728518207679e-05,0.0009072453371830718,7.268982983747517
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1008_data.dat,1008,0,3269600150.873851,15.866857528686523,2673,842,1600.0,1607.247149832714,1.9002375296912117,823.487983529719,2.031525296212786e-09,34.30698814354327,3344393718.59289,74793567.71903896,3208213318.4919133,136180400.10097632,0.07595634460449219,0.018775027388450168,0.8207501561168491,0.004787106991234196,3263652407.3972445,80741311.19564557,0.30310630798339844,0.0018191042335916768,0.07952212547139383,0.01910310894488065,3269074873.0382185,75318845.55467108,7.8015055656433105,0.0001606550683244026,0.007023034889916132,0.4916856127017312,3269565715.8386745,74828002.75421536,157.36433601379395,1.0531879614451656e-05,0.0004604010241328655,9.917801034595962
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1009_data.dat,1009,0,3307437484.00362,15.396127223968506,2450,856,1600.0,inf,1.8691588785046729,1442.687159780949,3.914468275377808e-08,49.30500760931603,3386000367.7037563,78562883.70013618,3243262434.3260694,142737933.3776868,0.08195281028747559,0.019403254026094954,0.8168621956711521,0.005322949667491214,3301169778.7160206,84830588.98773596,0.33580541610717773,0.0018950336379488502,0.07977947081885065,0.021811031516055537,3306874609.546714,79125758.15704271,5.908587455749512,0.00017018445839985262,0.007164635899249095,0.3837710204518896,3307401675.375283,78598692.32847351,120.95750308036804,1.0826698466867974e-05,0.0004557957479514158,7.856359025928472
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1000_data.dat,1000,0,1648603684.3507438,16.22964119911194,2896,867,1600.0,1616.6863562275284,1.845444059976932,1345.507171285733,1.8008795187521182e-10,45.77397631200762,1661374278.63738,12770594.286636114,1616974861.4499176,44399417.18746236,0.10493969917297363,0.019185219104543228,2.476691545508142,0.006465928475283592,1645527270.739901,15847007.897478897,0.3428025245666504,0.001866072264696134,0.24089823400482777,0.02112200265927062,1648320680.4832067,13053598.154173106,4.2175703048706055,0.00017166276541984374,0.022160587141441288,0.2598683638860349,1648582952.7760015,12791325.861378351,75.78637647628784,1.2575232567432757e-05,0.0016233837108059897,4.6696273532180586
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1001_data.dat,1001,0,1645509652.0976102,27.34723949432373,4901,875,1600.0,1609.0015793921925,1.8285714285714285,1035.5541983099868,1.7800656702086701e-09,36.94178017981171,1657196599.8472023,11686947.749592066,1613184573.8011377,44012026.04606468,0.08395123481750488,0.019644417311843954,2.765912793406724,0.0030698248294834304,1642338190.5699372,14858409.277265059,0.32581114768981934,0.001927343011103082,0.27136781952188443,0.011913858718992299,1645219490.3409917,11977109.506210594,4.515398979187012,0.00017633549353456818,0.024827847512936457,0.16511352014612812,1645488585.881452,11708013.965750117,77.87213230133057,1.2802244053200736e-05,0.0018025421700705697,2.8475317341442787
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1002_data.dat,1002,0,1706813209.940455,20.06044101715088,3188,874,1600.0,inf,1.8306636155606404,1226.5884080955607,6.08353731255004e-08,41.98360503104217,1712355487.9205794,5542277.980124474,1673499632.960717,38855854.959862575,0.10194110870361328,0.019517998094765333,6.010809472062951,0.0050816982845221445,1703604010.9943964,8751476.926182903,0.4427454471588135,0.001880228561255621,0.5790396940693247,0.02207057396097542,1706520453.777505,5835034.1430744715,5.364908695220947,0.00017152208645034522,0.052822352830347016,0.26743722586328805,1706791207.5706017,5564280.349977647,107.09229898452759,1.2890906705567959e-05,0.0039699145246913856,5.338481785767717
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1003_data.dat,1003,0,1632278060.1957831,20.499181270599365,3260,863,1600.0,1632.9738250626997,1.8539976825028972,1343.735847310187,1.1026096558934326e-11,45.96499283941533,1633452203.9823496,1174143.786566496,1600218451.729531,33233752.252818488,0.09694409370422363,0.019641021495079465,27.3046698650109,0.004729169054339951,1629152955.8520606,4299248.130288977,0.2928438186645508,0.0019145661636520688,2.661602760647489,0.014285634865064465,1631993356.0842195,1458847.898130204,5.10507607460022,0.00017442133084209893,0.2424780634374071,0.24903804728641024,1632257386.8801072,1194817.1022425643,83.02614521980286,1.2665314924093734e-05,0.017607141401755073,4.0502176220511705
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1004_data.dat,1004,0,1661653956.5895934,22.05528950691223,3655,876,1600.0,1609.242988969048,1.8264840182648399,1445.1463013172342,2.879663976697436e-10,48.823724744930956,1663639872.5972397,1985916.0076463223,1629020963.724128,34618908.8731117,0.11993122100830078,0.01963886207236667,16.432212006862017,0.005437753196153411,1658453041.9635823,5186830.633657414,0.26580142974853516,0.0019263424934639836,1.6118076563594284,0.012051595589585516,1661360899.2123754,2278973.384864262,4.710287570953369,0.0001763648658950721,0.14756786092140262,0.21356725195002055,1661631801.490582,2008071.106657843,79.24633860588074,1.3333160567915329e-05,0.011156110795329528,3.5930763267036037
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1005_data.dat,1005,0,1666723613.4026103,23.804285049438477,3520,908,1600.0,1600.8873974293083,1.7621145374449338,1043.1493495447614,5.844830458796009e-08,36.07426537610953,1667808467.323763,1084853.9211525917,1633815586.7357078,33992880.58805515,0.12492847442626953,0.01974414138149812,30.334062517780982,0.0052481506655969274,1663506419.689025,4302047.634737915,0.30381250381469727,0.0019302502752795553,2.965554763508851,0.012762933361943755,1666431424.02038,1377043.303382939,4.191585540771484,0.0001753076394194978,0.2693352317148042,0.17608533640334476,1666702684.6854453,1105782.6383175426,71.70668315887451,1.2556801257663236e-05,0.019291737585015515,3.0123434923564743
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1006_data.dat,1006,0,1683563841.4616642,19.508759021759033,2837,881,1600.0,inf,1.8161180476730987,1328.8004424966666,1.6455119465053344e-07,44.87966921743509,1688125631.5147946,4561790.053130388,1650299122.236744,37826509.278050624,0.08195161819458008,0.019758513699153768,7.292032039504612,0.004200760186907614,1680293860.4571393,7831771.057655258,0.2668468952178955,0.0019422970035314394,0.7168197059575212,0.013678312132528197,1683261438.8834972,4864192.631297426,4.5233941078186035,0.00017962049951399122,0.06629033222594792,0.2318647794446305,1683541535.4935393,4584096.02125524,71.05805659294128,1.3249255879412105e-05,0.004889740182046475,3.6423668216767098
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1007_data.dat,1007,0,1645724357.0259848,18.54432773590088,2681,880,1600.0,1608.7044790623327,1.8181818181818177,1141.220824289943,1.6115668546961697e-09,39.02955985811534,1647074283.4296618,1349926.4036769867,1612838596.9588416,34235686.47082013,0.0939476490020752,0.019982544419875715,24.36115033943148,0.005066112416693181,1642513901.0455215,4560382.384140209,0.2848360538482666,0.001950785966530197,2.3782451930108537,0.01535974007280072,1645428852.9038813,1645430.5257803644,4.259547710418701,0.0001795586975679135,0.2189038760175896,0.22969545033290328,1645702720.9507992,1371562.478862451,72.2743604183197,1.3146840230622298e-05,0.016027596116744567,3.8973836877569954
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1008_data.dat,1008,0,1666175604.631108,17.749754667282104,2690,860,1600.0,1600.703639327405,1.8604651162790697,1351.3006741359945,5.078126918109127e-10,46.14924918378185,1672196859.296445,6021254.665336847,1634174082.41243,38022776.88401488,0.10594058036804199,0.019206572302301345,5.314759796310288,0.005968565895917475,1663069774.6520338,9127084.644411024,0.294818639755249,0.001864047205133464,0.5158110978022263,0.016609730403693096,1665895230.8483503,6301628.448094669,3.9197423458099365,0.00016827384939410175,0.046564013372807,0.2208336069588132,1666155043.8076236,6041815.488821293,76.56459546089172,1.2340129952267604e-05,0.003414707503207006,4.313557955931766
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.08_alpha_rate20.045_seed1009_data.dat,1009,0,1683905717.7192717,20.912950038909912,3073,871,1600.0,1668.6863982957536,1.8369690011481055,1113.4336381112248,2.3844512606051395e-08,39.04467033996241,1693000183.8518782,9094466.132606506,1651149240.3538544,41850943.49802382,0.10793733596801758,0.01945267898358561,3.601803216131082,0.0051612678157406345,1680680447.7553232,12319736.096554898,0.2668473720550537,0.001915350681460234,0.3546409340494204,0.012759910560612764,1683607083.3386967,9393100.513181336,5.965544939041138,0.00017734625961084597,0.032836933605605745,0.2852560221270481,1683884365.9282463,9115817.92363195,136.50536179542542,1.267992073473238e-05,0.0023477783867807424,6.527312576248127
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1000_data.dat,1000,0,1648563341.473969,15.437088251113892,2896,867,1600.0,1616.402519729691,1.8454440599769324,1345.5443662457515,1.7993408930620057e-10,45.77521384146013,1661333068.0827649,12769726.608795881,1616935304.263764,44397763.81900099,0.07696938514709473,0.019185212005215828,2.4767983042346016,0.004986004089310098,1645487005.6712549,15846062.411509905,0.27983927726745605,0.0018660707328136347,0.24090850939557476,0.0181277241352341,1648280344.1931217,13052723.88964325,3.9677021503448486,0.00017166297085942895,0.022161577104746952,0.25702399868437315,1648542610.358866,12790457.723898856,69.18018674850464,1.2575261490674148e-05,0.0016234580220922626,4.4814271722203065
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1001_data.dat,1001,0,1645469601.864183,26.50271773338318,4901,875,1600.0,1608.6382372321375,1.8285714285714287,1035.6704001651624,1.7792647182301768e-09,36.944579833674204,1657155945.2037697,11686343.339586735,1613145316.5621414,44010628.641628146,0.0659489631652832,0.019644413525124152,2.765987988094187,0.0024883849206986425,1642298219.5734315,14857725.6303382,0.2688448429107666,0.0019273417674556534,0.2713750741866886,0.010144048078968371,1645179447.240323,11976497.963446606,3.6978795528411865,0.00017633545070121602,0.024828521242995755,0.1395283151728733,1645448536.1475327,11707409.056236941,75.94577956199646,1.2802252090431118e-05,0.0018025926534990496,2.865584591210966
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1002_data.dat,1002,0,1706770834.0877752,18.842142820358276,3188,874,1600.0,inf,1.8306636155606408,1226.646782198374,6.083051873959082e-08,41.985351362405524,1712312763.8906448,5541929.802869558,1673458076.7210157,38854687.16962907,0.07395648956298828,0.019518002476626755,6.011039214085765,0.003925057264881831,1703561718.4140568,8751045.476587906,0.28583526611328125,0.0018802264543227546,0.5790610469401288,0.015169997852072655,1706478085.7697983,5834678.120846566,4.475422143936157,0.0001715217486321026,0.05282425588022158,0.23752193084433157,1706748832.2822661,5563931.608378728,102.61687517166138,1.2890896111972161e-05,0.003970062106845392,5.446136150756029
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1003_data.dat,1003,0,1632237488.516687,19.712639093399048,3259,863,1600.0,1632.4840129561142,1.853997682502897,1343.7665151893664,1.0996201425335145e-11,45.965929945360244,1633411556.4762516,1174067.9595646858,1600178668.4320009,33232888.04425081,0.08195614814758301,0.019641026695091972,27.305761837306854,0.00415754317619637,1629112459.563877,4299096.912374565,0.26436614990234375,0.0019145675643375785,2.6617104464451615,0.01341099731242323,1631952791.7937698,1458764.682481647,4.009701728820801,0.00017442113964413495,0.24248743064457648,0.20340765687550608,1632216815.7450893,1194740.7311624116,89.18762111663818,1.2665296406414734e-05,0.017607815143333556,4.524387662862628
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1004_data.dat,1004,0,1661612171.963767,20.891960859298706,3659,876,1600.0,1608.9826381151688,1.8264840182648399,1445.1597438358674,2.877597503247963e-10,48.824172025119985,1663597966.3508668,1985794.387099743,1628980002.74348,34617963.60738689,0.10793900489807129,0.01963886024120839,16.432803633787334,0.005166532984864808,1658411335.9637067,5186630.387159998,0.25185513496398926,0.001926343616198577,1.6118667777760631,0.012055121903595383,1661319121.8361673,2278844.514699435,4.025703191757202,0.00017636493794659215,0.14757324801773275,0.19269149597154356,1661590017.3872862,2007948.9635805013,76.45296788215637,1.3333181385265802e-05,0.011156530920159958,3.6594443382813573
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1005_data.dat,1005,0,1666682759.213731,23.588406085968018,3519,908,1600.0,1600.6118495444557,1.7621145374449334,1043.2788825680373,4.368098815832839e-08,36.077406496050266,1667767539.329862,1084780.1161310673,1633775547.1904151,33991992.139447,0.10492658615112305,0.019744136573921326,30.335375376054515,0.004448227055644107,1663465646.1516554,4301893.178206646,0.2548532485961914,0.0019302491996696922,2.9656821822560717,0.010804174206064537,1666390576.7704523,1376962.5594098833,3.642906665802002,0.0001753077732781343,0.26934715979207113,0.1544363214930851,1666661831.0256302,1105708.304231958,74.66498851776123,1.2556791618078378e-05,0.019292562418577828,3.1653257216975343
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1006_data.dat,1006,0,1683521974.6817846,18.749197006225586,2834,881,1600.0,inf,1.8161180476730987,1328.8412734182627,3.277474191281911e-08,44.8809905411096,1688083487.6113727,4561512.929588079,1650258086.3439667,37825401.26740604,0.07595539093017578,0.019758511524095444,7.292292897396611,0.0040511276778922925,1680252073.9485378,7831413.662834768,0.2448749542236328,0.001942297625111046,0.7168456570706185,0.013060556894373833,1683219579.4130101,4863908.198362546,3.682878255844116,0.00017962062469165254,0.06629275712735379,0.19642858596137389,1683499669.2944891,4583818.316883462,70.68426704406738,1.3249240360879881e-05,0.004889909913594469,3.7699890304953856
